identifier,name,url,author,description,datePublished,source_name,source_identifier,source_url
10.1109/TDCLLM.2016.8013218,Shielding of magnetic fields during high voltage live-line maintenance,https://ieeexplore.ieee.org/document/8013218/,Gábor Göcsei; Bálint Németh,"In terms of electrical safety, electric shock prevention and arc protection are the two most common topics. In such special fields like live-line maintenance - especially at high voltage levels - some “invisible” sources of danger also occur. Long-term health effects of extra-low frequency electric and magnetic fields are mostly unknown, yet. One of the aims of electrical engineering is to keep even the occupational values of these fields below the limits during any time and type of live-line activities. Effective shielding of electric fields can be achieved by conductive clothing acting as Faraday-cages; this paper focuses on the critical points of high voltage LLM in terms of the protection against magnetic fields.",2017-08-21,IEEE,8013218,https://ieeexplore.ieee.org/document/8013218/
10.1109/ICAA58325.2023.00029,Dehallucinating Large Language Models Using Formal Methods Guided Iterative Prompting,https://ieeexplore.ieee.org/document/10207581/,Susmit Jha; Sumit Kumar Jha; Patrick Lincoln; Nathaniel D. Bastian; Alvaro Velasquez; Sandeep Neema,"Large language models (LLMs) such as ChatGPT have been trained to generate human-like responses to natural language prompts. LLMs use a vast corpus of text data for training, and can generate coherent and contextually relevant responses to a wide range of questions and statements. Despite this remarkable progress, LLMs are prone to hallucinations making their application to safety-critical applications such as autonomous systems difficult. The hallucinations in LLMs refer to instances where the model generates responses that are not factually accurate or contextually appropriate. These hallucinations can occur due to a variety of factors, such as the model’s lack of real-world knowledge, the influence of biased or inaccurate training data, or the model’s tendency to generate responses based on statistical patterns rather than a true understanding of the input. While these hallucinations are a nuisance in tasks such as text summarization and question-answering, they can be catastrophic when LLMs are used in autonomy-relevant applications such as planning. In this paper, we focus on the application of LLMs in autonomous systems and sketch a novel self-monitoring and iterative prompting architecture that uses formal methods to detect these errors in the LLM response automatically. We exploit the dialog capability of LLMs to iteratively steer them to responses that are consistent with our correctness specification. We report preliminary experiments that show the promise of the proposed approach on tasks such as automated planning.",2023-08-10,IEEE,10207581,https://ieeexplore.ieee.org/document/10207581/
10.1109/ICSES52305.2021.9633795,A New hybrid classification algorithm for predicting customer churn,https://ieeexplore.ieee.org/document/9633795/,Baburao Markapudi; Kunchaparthi Jyothsna Latha; Kavitha Chaduvula,"Decision trees, support vector machine and gradient boosting are very popular algorithms for predicting the customer churn with good comprehensibility and strong predictive performance. In spite ofall strengths, the decision trees be likely have some problems forholding linear-relations amongthe variables, support vector machine performs marginally better than logistic regression, and gradient boosting givesgreater results when compared with logistic regression, with less development effort. Hencenew hybrid-algorithm, aboosting leaf model (BLM), was proposed forclassifying the data in better way. The basic idea behind this BLM is diverse models was constructed among the segments of data instead of entire dataset thusleads to improved predictive performances how ever observance comprehensibility among those models which constructed on leaves. ThisBLM resides two stages they are one is segmentation and the other one is prediction stages. Inthe first stageby using decision tree segments of customers are identified and second stagemodel wasappliedon each leaf of the tree. This new hybrid-approach was bench-marked compared with decision trees, support leaf model, andlogit leaf model (LLM)regards predictive performance and comprehensibility. The top decile lift (TDL), area under Receiver Operating Characteristics curve (AUC) which used to measure theirpredictive performancesof which BLM marksknowinglyimprovedtheirblocks support vectormachine, decision trees which performs howeverwith advanced ensemble methods logit leaf model.",2021-12-16,IEEE,9633795,https://ieeexplore.ieee.org/document/9633795/
10.1109/IPEMC.2016.7512469,An improved control scheme for single-phase auxiliary resonant snubber inverter,https://ieeexplore.ieee.org/document/7512469/,Baoquan Kou; Hailin Zhang; Yinxi Jin; Haoquan Zhang,"The traditional variable-timing control of auxiliary resonant snubber inverter (ARSI) realize natural zero-voltage-switching (ZVS) of main switches in every switching period to reduce the conduction loss. However, this method leads to failure of ZVS in the light load condition. Therefore, this paper proposes an improved control scheme with two modes for single-phase ARSI to achieve ZVS from zero load to full load. In heavy load mode (HLM), half of main switches are turned on at ZVS condition by using the output current to reduce the conduction loss. In light load mode (LLM), all the main switches achieve ZVS with the conduction of resonant branch to solve the problem of the failure of ZVS near zero load current. Besides, the auxiliary switches can operate at zero-current-switching (ZCS) condition. The proposed control scheme was first verified in the simulation and then validated in the experiment with an inverter prototype. The results show that the proposed control scheme can make main switches achieve ZVS from zero load to full load.",2016-07-14,IEEE,7512469,https://ieeexplore.ieee.org/document/7512469/
10.1109/ICCCI59363.2023.10210148,Using ChatGPT on Improving Program Performance with pprof and Benchmark,https://ieeexplore.ieee.org/document/10210148/,Wei-Cheng Lei; Luo-You Jian; Yan-Wen Chen; Li-Der Chou,"In the context of limited computing resources, optimizing program architecture is crucial. Therefore, this paper proposes to apply the powerful analytical capabilities of large language models (LLM) to the field of systematic performance optimization. The output of pprof and benchmark is fed into ChatGPT, and the program's performance is improved based on feedback. In the case study, the number of memory allocations for the objective function was successfully reduced from 99 to 1, resulting in a reduction of the test execution time from 8.6 microseconds to 0.36 microseconds. At the same time, the memory allocation was also reduced from 53.5KB to approximately 1KB.",2023-08-14,IEEE,10210148,https://ieeexplore.ieee.org/document/10210148/
10.1109/ICME55011.2023.00014,Action-GPT: Leveraging Large-scale Language Models for Improved and Generalized Action Generation,https://ieeexplore.ieee.org/document/10219779/,Sai Shashank Kalakonda; Shubh Maheshwari; Ravi Kiran Sarvadevabhatla,"We introduce Action-GPT, a plug-and-play framework for incorporating Large Language Models (LLMs) into text-based action generation models. Action phrases in current motion capture datasets contain minimal and to-the-point information. By carefully crafting prompts for LLMs, we generate richer and fine-grained descriptions of the action. We show that utilizing these detailed descriptions instead of the original action phrases leads to better alignment of text and motion spaces. We introduce a generic approach compatible with stochastic (e.g. VAE-based) and deterministic (e.g. MotionCLIP) text-to-motion models. In addition, the approach enables multiple text descriptions to be utilized. Our experiments show (i) noticeable qualitative and quantitative improvement in the quality of synthesized motions, (ii) benefits of utilizing multiple LLM-generated descriptions, (iii) suitability of the prompt function, and (iv) zero-shot generation capabilities of the proposed approach. Code and pretrained models are available at https://actiongpt.github.io.",2023-08-25,IEEE,10219779,https://ieeexplore.ieee.org/document/10219779/
10.1109/ACCESS.2022.3198989,A Write-Buffer Scheme to Protect Cache Memories Against Multiple-Bit Errors,https://ieeexplore.ieee.org/document/9857910/,Jie Li; Liyi Xiao; Linzhe Li; Hongchen Li; He Liu; Chenxu Wang,"Protecting cache memories against radiation-induced soft errors is critical in designing highly reliable processors. Dirty lines in write-back data caches are more critical, since the dirty lines have no backups in lower-level memory (LLM). This paper provides a write-buffer scheme for backing up dirty lines to protect cache memories based on the replication mechanism combined with interleaving parity check against multiple-bit errors. The write-buffer contains two same replication caches to replicate the dirty data from the original cache, and the two replication caches take turns to write the replicated data back to LLM during the free time when there is no access in LLM. In this way, the dirty data in original cache is backed up to LLM that can be used for error recovery, and meanwhile, spaces of the replication caches are released to replicate new dirty data; moreover, the writebacks of the replicated data can be performed in the background without extra clocks. Simulation results show that the proposed write-buffer scheme can provide a full protection for caches without degrading system performance, while it can improve the system performance by an average of 1.4% due to the background writebacks, and compared with state-of-the-art replication-based technique, it can increase the replication capability by 11.6% and save 6.2% energy consumption in case of the optimal configuration. It is superior to the existing techniques in terms of protection capability and system performance overhead.",2022-08-16,IEEE,9857910,https://ieeexplore.ieee.org/document/9857910/
10.1109/ICSC56153.2023.00036,Exploratory Inference Chain: Exploratorily Chaining Multi-hop Inferences with Large Language Models for Question-Answering,https://ieeexplore.ieee.org/document/10066644/,Shosuke Haji; Keiichi Suekane; Hirofumi Sano; Tomohiro Takagi,"Successful few-shot question-answering with large language models (LLMs) has been reported for a variety of tasks. In the usual approach, an answer is generated by a single call to an LLM, but it has been pointed out that the performance of multi-hop inference by LLMs is not sufficient. Thus, an LLM is unable to perform the complex processing necessary to get an answer, which leads to poor performance. Moreover, the inference process is opaque. Against this, approaches that call an LLM multiple times have been proposed, but many of these approaches can only be used for a limited number of effective tasks, and LLMs essentially require complex processing.To address these problems, we propose the Exploratory Inference Chain (EIC) framework that combines the implicit processing of LLMs with explicit inference chains, and this is based on the dual process theory of human cognitive processes. The EIC framework first generates the information needed to answer a multi-hop question as keywords and then performs 1-hop inference for each keyword. If the inference is not sufficient, additional inferences are performed. This process is repeated, and when sufficient inferences are obtained, they are aggregated, and the final answer is generated. This makes the information per inference by LLM simplified, and logical inference is achieved through an explicit inference chain.We conducted experiments on two multi-hop QA datasets and confirmed through a quantitative evaluation that our EIC framework performed better than existing approaches. Moreover, a qualitative evaluation confirmed that our approach can effectively perform inference so as to get closer to the answer in question-answering tasks that require knowledge. In addition, compared with existing approaches, the EIC framework improves the interpretability of the output.",2023-03-20,IEEE,10066644,https://ieeexplore.ieee.org/document/10066644/
10.1109/JBHI.2016.2559787,Moving Real Exergaming Engines on the Web: The webFitForAll Case Study in an Active and Healthy Ageing Living Lab Environment,https://ieeexplore.ieee.org/document/7460896/,Evdokimos I. Konstantinidis; Giorgos Bamparopoulos; Panagiotis D. Bamidis,"Exergames have been the subject of research and technology innovations for a number of years. Different devices and technologies have been utilized to train the body and the mind of senior people or different patient groups. In the past, we presented FitForAll, the protocol efficacy of which was proven through widely taken (controlled) pilots with more than 116 seniors for a period of two months. The current piece of work expands this and presents the first truly web exergaming platform, which is solely based on HTML5 and JavaScript without any browser plugin requirements. The adopted architecture (controller application communication framework) combines a unified solution for input devices such as MS Kinect and Wii Balance Board which may seamlessly be exploited through standard physical exercise protocols (American College of Sports Medicine guidelines) and accommodate high detail logging; this allows for proper pilot testing and usability evaluations in ecologically valid Living Lab environments. The latter type of setups is also used herein for evaluating the web application with more than a dozen of real elderly users following quantitative approaches.",2016-04-27,IEEE,7460896,https://ieeexplore.ieee.org/document/7460896/
10.1109/TGRS.2015.2513159,Incidence Angle Correction of SAR Sea Ice Data Based on Locally Linear Mapping,https://ieeexplore.ieee.org/document/7390041/,Wenhui Lang; Pan Zhang; Jie Wu; Yang Shen; Xuezhi Yang,"Radar backscatter variations that occur because of incidence angle effects constrain the application of Scanning Synthetic Aperture Radar (ScanSAR) data for sea ice monitoring and observations. In this paper, a class-based correction is proposed for normalizing each class in ScanSAR data to a nominal incidence angle. Two tested sea ice synthetic aperture radar (SAR) data sets were acquired: a data set for the Gulf of Saint Lawrence, which was obtained by the RADARSAT-2 satellite, and a data set for the Bohai Sea, which was obtained by the ENVISAT Advanced Synthetic Aperture Radar. An unsupervised classification is performed on each image block prior to normalization, and the incidence angle range of each image block is approximately 5°. Because the distribution of the backscatter coefficients in the azimuth band is discrete and nonlinear, the class-based locally linear mapping (LLM) technique is implemented, based on the assumption that a small quantity of sorted backscatter coefficients is locally linear. This algorithm is a transplantable and easily applied method that requires limited ground data, and it is also a semiautomated technique because nearly all of its parameters can be adaptively determined during the image analysis. The results demonstrate that LLM-corrected ScanSAR images appear to have more detailed textures, and the natural signal variability in the radar data is preserved, which indicates that the LLM produces better results compared with the histogram-based-alike (HIST-alike) technique when correcting the incidence angle in the sea ice SAR data. The results of the data analysis in this paper show that the width of the azimuth band should be selected based on the extent of variation in the incidence angle, and the reference band can be calculated based on the maximum interclass distance principle. The intercomparisons also reveal that the proposed algorithm can improve the accuracy of supervised classifications.",2016-01-22,IEEE,7390041,https://ieeexplore.ieee.org/document/7390041/
10.1109/TIFS.2013.2266095,Monitoring Integrity Using Limited Local Memory,https://ieeexplore.ieee.org/document/6523151/,Yuki Kinebuchi; Shakeel Butt; Vinod Ganapathy; Liviu Iftode; Tatsuo Nakajima,"System integrity monitors, such as rootkit detectors, rely critically on the ability to fetch and inspect pages containing code and data of a target system under study. To avoid being infected by malicious or compromised targets, state-of-the-art system integrity monitors rely on virtualization technology to set up a tamper-proof execution environment. Consequently, the virtualization infrastructure is part of the trusted computing base. However, modern virtual machine monitors are complex entities, with large code bases that are difficult to verify. In this paper, we present a new machine architecture called limited local memory (LLM), which we use to set up an alternative tamper-proof execution environment for system integrity monitors. This architecture builds upon recent trends in multicore chip design to equip each processing core with access to a small, private memory area. We show that the features of the LLM architecture, combined with a novel secure paging mechanism, suffice to bootstrap a tamper-proof execution environment without support for hardware virtualization. We demonstrate the utility of this architecture by building a rootkit detector that leverages the key features of LLM. This rootkit detector can safely inspect a target operating system without itself becoming the victim of infection.",2013-06-04,IEEE,6523151,https://ieeexplore.ieee.org/document/6523151/
10.1109/59.65908,A new Markov model for base-loaded units for use in production costing,https://ieeexplore.ieee.org/document/65908/,S.H. Ansari; A.D. Patton,"A Markov model for base-loaded units, called the LLM (load linked Markov) model, for use in a probabilistic production costing algorithm is described. This LLM model recognizes the relationship between the need for operating a base-loaded unit and the system load cycle. A comparison of the results obtained by using a traditional production costing method, the OPCOST method with explicit consideration of unit duty cycle effects, and the new method using the LLM model for base-loaded units, called the PROCOP method, shows significant differences in the energies produced by the base-loaded units and consequently the other units. The linkage of a base-loaded unit's need for operation to the load cycle avoids the assumption of the traditional model that the base-loaded units are equally needed all times. It also avoids the ad hoc treatment of outage postponability of base-loaded units. Hence, the PROCOP method is more physically based and is likely to be more accurately responsive to change in the load cycle and other system parameters.<>",2002-08-06,IEEE,65908,https://ieeexplore.ieee.org/document/65908/
10.1109/ETFA54631.2023.10275362,Towards autonomous system: flexible modular production system enhanced with large language model agents,https://ieeexplore.ieee.org/document/10275362/,Yuchen Xia; Manthan Shenoy; Nasser Jazdi; Michael Weyrich,"In this paper, we present a novel framework that combines large language models (LLMs), digital twins and industrial automation system to enable intelligent planning and control of production processes. We retrofit the automation system for a modular production facility and create executable control interfaces of fine-granular functionalities and coarse-granular skills. Low-level functionalities are executed by automation components, and high-level skills are performed by automation modules. Subsequently, a digital twin system is developed, registering these interfaces and containing additional descriptive information about the production system. Based on the retrofitted automation system and the created digital twins, LLM-agents are designed to interpret descriptive information in the digital twins and control the physical system through service interfaces. These LLM-agents serve as intelligent agents on different levels within an automation system, enabling autonomous planning and control of flexible production. Given a task instruction as input, the LLM-agents orchestrate a sequence of atomic functionalities and skills to accomplish the task. We demonstrate how our implemented prototype can handle un-predefined tasks, plan a production process, and execute the operations. This research highlights the potential of integrating LLMs into industrial automation systems in the context of smart factory for more agile, flexible, and adaptive production processes, while it also underscores the critical insights and limitations for future work. Demos at: https://github.com/YuchenXia/GPT4IndustrialAutomation",2023-10-12,IEEE,10275362,https://ieeexplore.ieee.org/document/10275362/
10.1109/ICRA48891.2023.10161534,Open-vocabulary Queryable Scene Representations for Real World Planning,https://ieeexplore.ieee.org/document/10161534/,Boyuan Chen; Fei Xia; Brian Ichter; Kanishka Rao; Keerthana Gopalakrishnan; Michael S. Ryoo; Austin Stone; Daniel Kappler,"Large language models (LLMs) have unlocked new capabilities of task planning from human instructions. However, prior attempts to apply LLMs to real-world robotic tasks are limited by the lack of grounding in the surrounding scene. In this paper, we develop NLMap, an open-vocabulary and queryable scene representation to address this problem. NLMap serves as a framework to gather and integrate contextual information into LLM planners, allowing them to see and query available objects in the scene before generating a context-conditioned plan. NLMap first establishes a natural language queryable scene representation with Visual Language models (VLMs). An LLM based object proposal module parses instructions and proposes involved objects to query the scene representation for object availability and location. An LLM planner then plans with such information about the scene. NLMap allows robots to operate without a fixed list of objects nor executable options, enabling real robot operation unachievable by previous methods. Project website: https://nlmap-saycan.github.io.",2023-07-04,IEEE,10161534,https://ieeexplore.ieee.org/document/10161534/
10.1109/ICSE48619.2023.00119,Fill in the Blank: Context-aware Automated Text Input Generation for Mobile GUI Testing,https://ieeexplore.ieee.org/document/10172490/,Zhe Liu; Chunyang Chen; Junjie Wang; Xing Che; Yuekai Huang; Jun Hu; Qing Wang,"Automated GUI testing is widely used to help ensure the quality of mobile apps. However, many GUIs require appropriate text inputs to proceed to the next page, which remains a prominent obstacle for testing coverage. Considering the diversity and semantic requirement of valid inputs (e.g., flight departure, movie name), it is challenging to automate the text input generation. Inspired by the fact that the pre-trained Large Language Model (LLM) has made outstanding progress in text generation, we propose an approach named QTypist based on LLM for intelligently generating semantic input text according to the GUI context. To boost the performance of LLM in the mobile testing scenario, we develop a prompt-based data construction and tuning method which automatically extracts the prompts and answers for model tuning. We evaluate QTypist on 106 apps from Google Play, and the result shows that the passing rate of QTypist is 87%, which is 93% higher than the best baseline. We also integrate QTypist with the automated GUI testing tools and it can cover 42% more app activities, 52% more pages, and subsequently help reveal 122% more bugs compared with the raw tool.",2023-07-14,IEEE,10172490,https://ieeexplore.ieee.org/document/10172490/
10.1109/ETFA54631.2023.10275411,ChatGPT for PLC/DCS Control Logic Generation,https://ieeexplore.ieee.org/document/10275411/,Heiko Koziolek; Sten Gruener; Virendra Ashiwal,"Large language models (LLMs) providing generative AI have become popular to support software engineers in creating, summarizing, optimizing, and documenting source code. It is still unknown how LLMs can support control engineers using typical control programming languages in programming tasks. Researchers have explored GitHub CoPilot or DeepMind AlphaCode for source code generation but did not yet tackle control logic programming. A key contribution of this paper is an exploratory study, for which we created 100 LLM prompts in 10 representative categories to analyze control logic generation for of PLCs and DCS from natural language. We tested the prompts by generating answers with ChatGPT using the GPT-4 LLM. It generated syntactically correct IEC 61131-3 Structured Text code in many cases and demonstrated useful reasoning skills that could boost control engineer productivity. Our prompt collection is the basis for a more formal LLM benchmark to test and compare such models for control logic generation.",2023-10-12,IEEE,10275411,https://ieeexplore.ieee.org/document/10275411/
10.1109/ECICE55674.2022.10042902,Light Load Multicast Protocol in NEMO Network,https://ieeexplore.ieee.org/document/10042902/,Long-Sheng Li; Hung-I Chi; Din-Yuan Chan; Kai-Chung Xie,"The studies for the traditional multicast protocols in the NEMO (Network Mobility) network architecture have shown that traditional multicast protocols always have a considerable cost in reconstructing the multicast tree. However, the mobility of multicast sources is rarely discussed. We present an enhanced multicast protocol, which extends from the Multicast Listener Discovery (MLD) protocol, named Light Load Multicast (LLM), in the NEMO environment. The LLM is considered the alternative MLD to maintain the multicast tree in the NEMO. The LLM has two benefits. The reconstruction mechanism handles the mobility of the multicast source by reconstructing the multicast tree. The multigroup suppression mechanism curbs the multicast tree maintenance cost for the mobility of the multicast members. The study result shows the scheme implementation and inspects the performance with traditional multicast protocols.",2023-02-20,IEEE,10042902,https://ieeexplore.ieee.org/document/10042902/
10.1109/TII.2019.2912625,An Interpretable Fuzzy DBN-Based Classifier for Indoor User Movement Prediction in Ambient Assisted Living Applications,https://ieeexplore.ieee.org/document/8695137/,Xiongtao Zhang; Fu-Lai Chung; Shitong Wang,"In this paper, an interpretable fuzzy deep belief network (DBN)-based classifier called deep belief networks-based Takagi-Sugeno-Kang fuzzy classifier (DBN-TSK-FC) is created for indoor user movement prediction in ambient assisted living applications. With its promising classification performance, DBN-TSK-FC features sharing both the powerful neural representation ability of a DBN and the strong uncertainty-handling capability of an interpretable fuzzy representation. On the one hand, DBN-TSK-FC builds its interpretable fuzzy representation in a hierarchical way by applying the classical fuzzy clustering algorithm FCM to obtain fuzzy partitions on the training dataset. Then, it forms interpretable antecedent parts of fuzzy rules as the corresponding fuzzy representation. On the other hand, DBN-TSK-FC builds its DBN-based neural representation in the other hierarchical way. That is, it applies the existing unsupervised DBN pretraining on the training dataset and then takes the neural representation of all the hidden nodes in the top layer of the corresponding DBN as the set of consequent variables of fuzzy rules. In this approach, both the interpretable fuzzy representation and the DBN-based neural representation are further fused to form the corresponding fuzzy rules quickly by using the least learning machine (LLM) on both the fuzzy rules and the labeling information of the original dataset. Therefore, DBN-TSK-FC is essentially a deep TSK fuzzy classifier from the perspective of fuzzy rules, and it indeed avoids the very slow fine-tuning training required after the unsupervised pretraining of the existing DBN learning. The experimental results on the MovementAAL_RSS dataset indicate the effectiveness of the proposed classifier DBN-TSK-FC.",2019-04-22,IEEE,8695137,https://ieeexplore.ieee.org/document/8695137/
10.1109/MLCAD58807.2023.10299874,Chip-Chat: Challenges and Opportunities in Conversational Hardware Design,https://ieeexplore.ieee.org/document/10299874/,Jason Blocklove; Siddharth Garg; Ramesh Karri; Hammond Pearce,"Modern hardware design starts with specifications provided in natural language. These are then translated by hardware engineers into appropriate Hardware Description Languages (HDLs) such as Verilog before synthesizing circuit elements. Automating this translation could reduce sources of human error from the engineering process. But, it is only recently that artificial intelligence (AI) has demonstrated capabilities for machine-based end-to-end design translations. Commercially-available instruction-tuned Large Language Models (LLMs) such as OpenAI’s ChatGPT and Google’s Bard claim to be able to produce code in a variety of programming languages; but studies examining them for hardware are still lacking. In this work, we thus explore the challenges faced and opportunities presented when leveraging these recent advances in LLMs for hardware design. Given that these ‘conversational’ LLMs perform best when used interactively, we perform a case study where a hardware engineer co-architects a novel 8-bit accumulator-based microprocessor architecture with the LLM according to real-world hardware constraints. We then sent the processor to tapeout in a Skywater 130nm shuttle, meaning that this ‘Chip-Chat’ resulted in what we believe to be the world’s first wholly-AI-written HDL for tapeout.",2023-10-31,IEEE,10299874,https://ieeexplore.ieee.org/document/10299874/
10.1109/ICRA48891.2023.10161317,ProgPrompt: Generating Situated Robot Task Plans using Large Language Models,https://ieeexplore.ieee.org/document/10161317/,Ishika Singh; Valts Blukis; Arsalan Mousavian; Ankit Goyal; Danfei Xu; Jonathan Tremblay; Dieter Fox; Jesse Thomason; Animesh Garg,"Task planning can require defining myriad domain knowledge about the world in which a robot needs to act. To ameliorate that effort, large language models (LLMs) can be used to score potential next actions during task planning, and even generate action sequences directly, given an instruction in natural language with no additional domain information. However, such methods either require enumerating all possible next steps for scoring, or generate free-form text that may contain actions not possible on a given robot in its current context. We present a programmatic LLM prompt structure that enables plan generation functional across situated environments, robot capabilities, and tasks. Our key insight is to prompt the LLM with program-like specifications of the available actions and objects in an environment, as well as with example programs that can be executed. We make concrete recommendations about prompt structure and generation constraints through ablation experiments, demonstrate state of the art success rates in VirtualHome household tasks, and deploy our method on a physical robot arm for tabletop tasks. Website at progprompt.github.io",2023-07-04,IEEE,10161317,https://ieeexplore.ieee.org/document/10161317/
10.1109/ICALT58122.2023.00072,AI-Assisted Learning with ChatGPT and Large Language Models: Implications for Higher Education,https://ieeexplore.ieee.org/document/10260931/,Samuli Laato; Benedikt Morschheuser; Juho Hamari; Jari Björne,"The recent progress in generative AI models, particularly large language models (LLMs), has brought about a transformation in the field of education. Conversational LLM services, such as Google's Bard and OpenAI's ChatGPT, offer students access to many abilities such as summarization and generation of text and code, and on-demand replies to questions on expert topics. In this paper, we observe ChatGPT to explore how LLM services impact learning and instruction in higher education. First, we mapped the capabilities of the system by reviewing the grey literature on ChatGPT and using the system ourselves for two months. Second, we selected a Bachelor level computer science curriculum from a Finnish university, and examined the impact of ChatGPT on the offered courses. As an outcome of this study, we highlight 13 implications for students' learning in higher education, and discuss the contemporary future of AI-assisted learning in universities and beyond.",2023-09-29,IEEE,10260931,https://ieeexplore.ieee.org/document/10260931/
10.1109/LRA.2023.3320012,GraspGPT: Leveraging Semantic Knowledge From a Large Language Model for Task-Oriented Grasping,https://ieeexplore.ieee.org/document/10265134/,Chao Tang; Dehao Huang; Wenqi Ge; Weiyu Liu; Hong Zhang,"Task-oriented grasping (TOG) refers to the problem of predicting grasps on an object that enable subsequent manipulation tasks. To model the complex relationships between objects, tasks, and grasps, existing methods incorporate semantic knowledge as priors into TOG pipelines. However, the existing semantic knowledge is typically constructed based on closed-world concept sets, restraining the generalization to novel concepts out of the pre-defined sets. To address this issue, we propose GraspGPT, a large language model (LLM) based TOG framework that leverages the open-end semantic knowledge from an LLM to achieve zero-shot generalization to novel concepts. We conduct experiments on Language Augmented TaskGrasp (LA-TaskGrasp) dataset and demonstrate that GraspGPT outperforms existing TOG methods on different held-out settings when generalizing to novel concepts out of the training set. The effectiveness of GraspGPT is further validated in real-robot experiments.",2023-09-27,IEEE,10265134,https://ieeexplore.ieee.org/document/10265134/
10.1109/ICSE48619.2023.00110,CCTEST: Testing and Repairing Code Completion Systems,https://ieeexplore.ieee.org/document/10172845/,Zongjie Li; Chaozheng Wang; Zhibo Liu; Haoxuan Wang; Dong Chen; Shuai Wang; Cuiyun Gao,"Code completion, a highly valuable topic in the software development domain, has been increasingly promoted for use by recent advances in large language models (LLMs). To date, visible LLM-based code completion frameworks such as GitHub Copilot and GPT are trained using deep learning over vast quantities of unstructured text and open source code. As the paramount component and the cornerstone in daily programming tasks, code completion has largely boosted professionals' efficiency in building real-world software systems. In contrast to this flourishing market, we find that code completion systems often output suspicious results, and to date, an automated testing and enhancement framework for code completion systems is not available. This research proposes CCTEST, a framework to test and repair code completion systems in black-box settings. CCTEST features a set of novel mutation strategies, namely program structure-consistent (PSC) mutations, to generate mutated code completion inputs. Then, it detects inconsistent outputs, representing possibly erroneous cases, from all the completed code cases. Moreover, CCTEST repairs the code completion outputs by selecting the output that mostly reflects the “average” appearance of all output cases, as the final output of the code completion systems. With around 18K test inputs, we detected 33,540 inputs that can trigger erroneous cases (with a true positive rate of 86%) from eight popular LLM-based code completion systems. With repairing, we show that the accuracy of code completion systems is notably increased by 40% and 67% with respect to BLEU score and Levenshtein edit similarity.",2023-07-14,IEEE,10172845,https://ieeexplore.ieee.org/document/10172845/
10.1109/EuroSPW59978.2023.00055,How well does GPT phish people? An investigation involving cognitive biases and feedback,https://ieeexplore.ieee.org/document/10190709/,Megha Sharma; Kuldeep Singh; Palvi Aggarwal; Varun Dutt,"Phishing scams have increased drastically over the years. Prior research has investigated various ways to prevent phishing email scams. However, little is known about human decisions against phishing emails that contain cognitive biases and are either crafted by humans or large-language models (LLMs). Also, less is known about how humans can be trained against such emails. This research aimed to address this literature gap by investigating the effectiveness of human-crafted phishing emails versus GPT3 crafted phishing emails (GPT-3 being an LLM). The study consisted of two between-subjects conditions (N = 30 per condition): human and GPT. Each condition contained three rounds with a total of 40 trials, and participants were required to mark the degree to which the presented email was genuine or phishing in each trial. The second round provided feedback to participants in both conditions. The results showed that human-crafted emails were more effective in phishing people compared to GPT-3 crafted emails even after training across different cognitive biases. However, humans felt more confident against human-crafted emails compared to GPT-3 crafted emails. We highlight the implications of these results for LLM crafted phishing attacks compared to human-crafted phishing attacks.",2023-07-31,IEEE,10190709,https://ieeexplore.ieee.org/document/10190709/
10.1109/SNAMS58071.2022.10062524,Using Artificial Intelligence to Resolve Disputes through Online Arbitration,https://ieeexplore.ieee.org/document/10062524/,Abdelrahman Gehad Shalaby; Gehad Mohamed Abdelaziz; Moustafa Elmetwaly Kandeel,"This article discusses using Artificial Intelligence in the context of law, specifically online arbitration. The article starts with some theoretical basis discussing the concept of AI, its development, and its advantages and disadvantages. The practical part of this article focuses on the main concerns when using AI in online arbitration. The first concern is using AI to assist with the arbitrator's selection. The second concern is using AI to issue an arbitral award. The article concludes that AI can positively impact online arbitration while taking into consideration that human intervention is necessary in some cases.",2023-03-15,IEEE,10062524,https://ieeexplore.ieee.org/document/10062524/
10.1109/MFI-2003.2003.1232674,ALTAIR: automatic location tracking system using active IR-tag,https://ieeexplore.ieee.org/document/1232674/,M. Sakata; Y. Yasumuro; M. Imura; Y. Manabe; K. Chihara,"This paper proposes a new location-awareness system ALTAIR (automatic location tracking system using active IR-tag) that automatically detects and tracks the location of the mobile PC (personal computer) users. IR-tag (infrared) is a small electrical device to indicate its location by emitting IR light and reliable detected by a camera with IR-pass filter. IR-tag is installed on a mobile PC, which has wireless LAN (local area network) connection so that ALTAIR controls lighting pattern and activating time of individual IR-tag through the network. ALTAIR identifies visually detected position of the IR-tag with the IP (Internet protocol) address whom the system requires to change the lighting pattern. Utilizing DHCP (dynamic host configuration protocol) service, ALTAIR stars to aware the position of the mobile PC user when he/she enters the area within ALTAIR's coverage. Prototype ALTAIR shows the effective performance for tracking and recognizing multiple users' positions in an office environment.",2003-09-23,IEEE,1232674,https://ieeexplore.ieee.org/document/1232674/
